Ensembl,Transcript,Gene,Chromosome,TSS_start,Base,TSS_end,Strand
ENSG00000163848,ENST00000360647,ZNF148,chr3,125093699,125094199,125094699,-
ENSG00000114520,ENST00000251775,SNX4,chr3,125238542,125239042,125239542,-
ENSG00000144909,ENST00000296220,OSBPL11,chr3,125313435,125313935,125314435,-
ENSG00000189366,ENST00000340333,ALG1L,chr3,125655383,125655883,125656383,-
ENSG00000114547,ENST00000514116,ROPN1B,chr3,125687487,125687987,125688487,+
ENSG00000114544,ENST00000315891,SLC41A3,chr3,125802648,125803148,125803648,-
ENSG00000144908,ENST00000393434,ALDH1L1,chr3,125899146,125899646,125900146,-
ENSG00000163884,ENST00000296233,KLF15,chr3,126075786,126076286,126076786,-
ENSG00000163885,ENST00000352312,CFAP100,chr3,126113282,126113782,126114282,+
ENSG00000070476,ENST00000389709,ZXDC,chr3,126194263,126194763,126195263,-
ENSG00000159650,ENST00000290868,UROC1,chr3,126236117,126236617,126237117,-
ENSG00000180767,ENST00000319340,CHST13,chr3,126242626,126243126,126243626,+
ENSG00000180697,ENST00000318225,C3orf22,chr3,126277309,126277809,126278309,-
ENSG00000206483,ENST00000404489,TXNRD3NB,chr3,126290980,126291480,126291980,-
ENSG00000283374,ENST00000383572,TXNRD3NB,chr3,126326899,126327399,126327899,-
ENSG00000197763,ENST00000524230,TXNRD3,chr3,126373499,126373999,126374499,-
ENSG00000159685,ENST00000290913,CHCHD6,chr3,126422563,126423063,126423563,+
ENSG00000114554,ENST00000393409,PLXNA1,chr3,126706937,126707437,126707937,+
ENSG00000163870,ENST00000355552,TPRA1,chr3,127309113,127309613,127310113,-
ENSG00000073111,ENST00000265056,MCM2,chr3,127316566,127317066,127317566,+
ENSG00000114631,ENST00000342480,PODXL2,chr3,127347524,127348024,127348524,+
ENSG00000114626,ENST00000232744,ABTB1,chr3,127391283,127391783,127392283,+
ENSG00000074416,ENST00000434178,MGLL,chr3,127541529,127542029,127542529,-
ENSG00000187715,ENST00000405109,KBTBD12,chr3,127633575,127634075,127634575,+
ENSG00000058262,ENST00000243253,SEC61A1,chr3,127770712,127771212,127771712,+
ENSG00000175792,ENST00000322623,RUVBL1,chr3,127842168,127842668,127843168,-
ENSG00000132394,ENST00000254730,EEFSEC,chr3,127871797,127872297,127872797,+
ENSG00000179407,ENST00000469083,DNAJB8,chr3,128185312,128185812,128186312,-
ENSG00000179348,ENST00000341105,GATA2,chr3,128211529,128212029,128212529,-
ENSG00000163902,ENST00000296255,RPN1,chr3,128369193,128369693,128370193,-
ENSG00000075785,ENST00000265062,RAB7A,chr3,128444465,128444965,128445465,+
ENSG00000177646,ENST00000308982,ACAD9,chr3,128597954,128598454,128598954,+
ENSG00000187695,ENST00000508239,RP11-723O4.6,chr3,128689674,128690174,128690674,-
ENSG00000114656,ENST00000511438,KIAA1257,chr3,128712420,128712920,128713420,-
ENSG00000114654,ENST00000436022,EFCC1,chr3,128719972,128720472,128720972,+
ENSG00000169704,ENST00000307395,GP9,chr3,128779110,128779610,128780110,+
ENSG00000172780,ENST00000315150,RAB43,chr3,128840134,128840634,128841134,-
ENSG00000261796,ENST00000418265,ISY1-RAB43,chr3,128879380,128879880,128880380,-
ENSG00000240682,ENST00000393295,ISY1,chr3,128879637,128880137,128880637,-
ENSG00000169714,ENST00000422453,CNBP,chr3,128902266,128902766,128903266,-
ENSG00000181789,ENST00000314797,COPG1,chr3,128967949,128968449,128968949,+
ENSG00000183624,ENST00000383463,HMCES,chr3,128997183,128997683,128998183,+
ENSG00000184897,ENST00000333762,H1FX,chr3,129034621,129035121,129035621,-
ENSG00000172771,ENST00000505956,EFCAB12,chr3,129146995,129147495,129147995,-
ENSG00000129071,ENST00000249910,MBD4,chr3,129158353,129158853,129159353,-
ENSG00000163913,ENST00000348417,IFT122,chr3,129158597,129159097,129159597,+
ENSG00000163914,ENST00000296271,RHO,chr3,129246983,129247483,129247983,+
ENSG00000178804,ENST00000324382,H1FOO,chr3,129261557,129262057,129262557,+
ENSG00000004399,ENST00000324093,PLXND1,chr3,129325162,129325662,129326162,-
ENSG00000172765,ENST00000393238,TMCC1,chr3,129598810,129599310,129599810,-
ENSG00000170893,ENST00000302649,TRH,chr3,129692648,129693148,129693648,+
ENSG00000251287,ENST00000425059,ALG1L2,chr3,129800174,129800674,129801174,+
ENSG00000172752,ENST00000265379,COL6A5,chr3,130063859,130064359,130064859,+
ENSG00000206384,ENST00000358511,COL6A6,chr3,130278678,130279178,130279678,+
ENSG00000196455,ENST00000356763,PIK3R4,chr3,130465174,130465674,130466174,-
ENSG00000017260,ENST00000359644,ATP2C1,chr3,130612985,130613485,130613985,+
ENSG00000034533,ENST00000264992,ASTE1,chr3,130745147,130745647,130746147,-
ENSG00000114670,ENST00000383366,NEK11,chr3,130745227,130745727,130746227,+
ENSG00000198585,ENST00000521288,NUDT16,chr3,131100118,131100618,131101118,+
ENSG00000114686,ENST00000264995,MRPL3,chr3,131221314,131221814,131222314,-
ENSG00000196353,ENST00000512055,CPNE4,chr3,132003755,132004255,132004755,-
ENSG00000014257,ENST00000336375,ACPP,chr3,132035711,132036211,132036711,+
ENSG00000138246,ENST00000260818,DNAJC13,chr3,132135870,132136370,132136870,+
ENSG00000129048,ENST00000249887,ACKR4,chr3,132315581,132316081,132316581,+
ENSG00000081307,ENST00000356232,UBA5,chr3,132377810,132378310,132378810,+
ENSG00000240303,ENST00000264990,ACAD11,chr3,132379068,132379568,132380068,-
ENSG00000274810,ENST00000383282,NPHP3-ACAD11,chr3,132440759,132441259,132441759,-
ENSG00000113971,ENST00000337331,NPHP3,chr3,132440787,132441287,132441787,-
ENSG00000144868,ENST00000321871,TMEM108,chr3,132756735,132757235,132757735,+
ENSG00000170819,ENST00000302334,BFSP2,chr3,133118339,133118839,133119339,+
ENSG00000091527,ENST00000264993,CDV3,chr3,133292074,133292574,133293074,+
ENSG00000163781,ENST00000260810,TOPBP1,chr3,133380238,133380738,133381238,-
ENSG00000091513,ENST00000402696,TF,chr3,133464300,133464800,133465300,+
ENSG00000144867,ENST00000466490,SRPRB,chr3,133502377,133502877,133503377,+
ENSG00000154917,ENST00000285208,RAB6B,chr3,133614161,133614661,133615161,-
ENSG00000221972,ENST00000408895,C3orf36,chr3,133648157,133648657,133649157,-
ENSG00000174640,ENST00000310926,SLCO2A1,chr3,133748421,133748921,133749421,-
ENSG00000163785,ENST00000620660,RYK,chr3,133969087,133969587,133970087,-
ENSG00000114019,ENST00000249883,AMOTL2,chr3,134092937,134093437,134093937,-
ENSG00000129055,ENST00000510994,ANAPC13,chr3,134204366,134204866,134205366,-
ENSG00000182923,ENST00000337090,CEP63,chr3,134213636,134214136,134214636,+
ENSG00000174611,ENST00000423778,KY,chr3,134369365,134369865,134370365,-
ENSG00000154928,ENST00000398015,EPHB1,chr3,134513604,134514104,134514604,+
ENSG00000073711,ENST00000264977,PPP2R3A,chr3,135684015,135684515,135685015,+
ENSG00000174579,ENST00000309993,MSL2,chr3,135914189,135914689,135915189,-
ENSG00000114054,ENST00000251654,PCCB,chr3,135968648,135969148,135969648,+
ENSG00000118007,ENST00000383202,STAG1,chr3,136470711,136471211,136471711,-
ENSG00000168917,ENST00000446465,SLC35G2,chr3,136537361,136537861,136538361,+
ENSG00000158092,ENST00000481752,NCK1,chr3,136580550,136581050,136581550,+
ENSG00000174564,ENST00000329582,IL20RB,chr3,136676207,136676707,136677207,+
ENSG00000168875,ENST00000306087,SOX14,chr3,137482626,137483126,137483626,+
ENSG00000066405,ENST00000183605,CLDN18,chr3,137728342,137728842,137729342,+
ENSG00000158163,ENST00000327532,DZIP1L,chr3,137833952,137834452,137834952,-
ENSG00000118017,ENST00000236709,A4GNT,chr3,137850730,137851230,137851730,-
ENSG00000138231,ENST00000260803,DBR1,chr3,137893292,137893792,137894292,-
ENSG00000114098,ENST00000469044,ARMC8,chr3,137905626,137906126,137906626,+
ENSG00000181322,ENST00000333911,NME9,chr3,138047706,138048206,138048706,-
ENSG00000158186,ENST00000289104,MRAS,chr3,138066039,138066539,138067039,+
ENSG00000158220,ENST00000389567,ESYT3,chr3,138152955,138153455,138153955,+
ENSG00000114107,ENST00000264982,CEP70,chr3,138312699,138313199,138313699,-
ENSG00000158234,ENST00000393035,FAIM,chr3,138327193,138327693,138328193,+
ENSG00000051382,ENST00000289153,PIK3CB,chr3,138477702,138478202,138478702,-
ENSG00000183770,ENST00000330315,FOXL2,chr3,138665483,138665983,138666483,-
ENSG00000206262,ENST00000383165,FOXL2NB,chr3,138665576,138666076,138666576,+
ENSG00000175110,ENST00000495075,MRPS22,chr3,138724148,138724648,138725148,+
ENSG00000206260,ENST00000383163,PRR23A,chr3,138724611,138725111,138725611,-
ENSG00000184814,ENST00000329447,PRR23B,chr3,138739269,138739769,138740269,-
ENSG00000233701,ENST00000413199,PRR23C,chr3,138763235,138763735,138764235,-
ENSG00000184432,ENST00000333188,COPB2,chr3,139108075,139108575,139109075,-
ENSG00000114113,ENST00000232217,RBP2,chr3,139194859,139195359,139195859,-
ENSG00000114115,ENST00000619087,RBP1,chr3,139257930,139258430,139258930,-
ENSG00000163864,ENST00000296202,NMNAT3,chr3,139396289,139396789,139397289,-
ENSG00000158258,ENST00000458420,CLSTN2,chr3,139653527,139654027,139654527,+
ENSG00000155890,ENST00000286349,TRIM42,chr3,140396381,140396881,140397381,+
ENSG00000114120,ENST00000446041,SLC25A36,chr3,140660172,140660672,140661172,+
ENSG00000175093,ENST00000310546,SPSB4,chr3,140769744,140770244,140770744,+
ENSG00000155893,ENST00000286353,PXYLP1,chr3,140950170,140950670,140951170,+
ENSG00000177311,ENST00000514251,ZBTB38,chr3,141106154,141106654,141107154,+
ENSG00000155903,ENST00000286364,RASA2,chr3,141205391,141205891,141206391,+
ENSG00000114125,ENST00000273480,RNF7,chr3,141456546,141457046,141457546,+
ENSG00000114124,ENST00000264952,GRK7,chr3,141496490,141496990,141497490,+
ENSG00000069849,ENST00000286371,ATP1B3,chr3,141594956,141595456,141595956,+
ENSG00000114126,ENST00000486111,TFDP2,chr3,141747008,141747508,141748008,-
ENSG00000175066,ENST00000392993,GK5,chr3,141943950,141944450,141944950,-
ENSG00000114127,ENST00000264951,XRN1,chr3,142166405,142166905,142167405,-
ENSG00000175054,ENST00000350721,ATR,chr3,142297169,142297669,142298169,-
ENSG00000120756,ENST00000337777,PLS1,chr3,142341728,142342228,142342728,+
ENSG00000144935,ENST00000273482,TRPC1,chr3,142442511,142443011,142443511,+
ENSG00000163710,ENST00000295992,PCOLCE2,chr3,142607546,142608046,142608546,-
ENSG00000188582,ENST00000340634,PAQR9,chr3,142682025,142682525,142683025,-
ENSG00000163714,ENST00000473835,U2SURP,chr3,142719881,142720381,142720881,+
ENSG00000175040,ENST00000309575,CHST2,chr3,142837673,142838173,142838673,+
ENSG00000181804,ENST00000316549,SLC9A9,chr3,143566874,143567374,143567874,-
ENSG00000181744,ENST00000315691,C3orf58,chr3,143690140,143690640,143691140,+
ENSG00000232013,ENST00000422482,AC107021.1,chr3,145781858,145782358,145782858,+
ENSG00000152952,ENST00000282903,PLOD2,chr3,145878455,145878955,145879455,-
ENSG00000114698,ENST00000354952,PLSCR4,chr3,145968467,145968967,145969467,-
ENSG00000163746,ENST00000336685,PLSCR2,chr3,146213223,146213723,146214223,-
ENSG00000188313,ENST00000342435,PLSCR1,chr3,146262152,146262652,146263152,-
ENSG00000231213,ENST00000443512,PLSCR5,chr3,146323504,146324004,146324504,-
ENSG00000174963,ENST00000383075,ZIC4,chr3,147124148,147124648,147125148,-
ENSG00000152977,ENST00000282928,ZIC1,chr3,147126671,147127171,147127671,+
ENSG00000144891,ENST00000497524,AGTR1,chr3,148415071,148415571,148416071,+
ENSG00000153002,ENST00000491148,CPB1,chr3,148508389,148508889,148509389,+
ENSG00000163751,ENST00000296046,CPA3,chr3,148582543,148583043,148583543,+
ENSG00000163754,ENST00000296048,GYG1,chr3,148708739,148709239,148709739,+
ENSG00000071794,ENST00000310053,HLTF,chr3,148803818,148804318,148804818,-
ENSG00000163755,ENST00000296051,HPS3,chr3,148846871,148847371,148847871,+
ENSG00000047457,ENST00000264613,CP,chr3,148939343,148939843,148940343,-
ENSG00000163762,ENST00000296059,TM4SF18,chr3,149051049,149051549,149052049,-
ENSG00000169908,ENST00000305366,TM4SF1,chr3,149095153,149095653,149096153,-
ENSG00000169903,ENST00000305354,TM4SF4,chr3,149191261,149191761,149192261,+
ENSG00000018408,ENST00000465804,WWTR1,chr3,149420561,149421061,149421561,-
ENSG00000114744,ENST00000473414,COMMD2,chr3,149469787,149470287,149470787,-
ENSG00000206199,ENST00000446160,ANKUB1,chr3,149510111,149510611,149511111,-
ENSG00000082996,ENST00000344229,RNF13,chr3,149530057,149530557,149531057,+
ENSG00000070087,ENST00000239940,PFN2,chr3,149688397,149688897,149689397,-
ENSG00000268175,ENST00000593416,AC117395.1,chr3,149688566,149689066,149689566,+
ENSG00000196428,ENST00000361875,TSC22D2,chr3,150125622,150126122,150126622,+
ENSG00000144895,ENST00000460851,EIF2A,chr3,150263981,150264481,150264981,+
ENSG00000120742,ENST00000479209,SERP1,chr3,150320462,150320962,150321462,-
ENSG00000198843,ENST00000471696,SELT,chr3,150320575,150321075,150321575,+
ENSG00000163645,ENST00000295910,ERICH6,chr3,150421239,150421739,150422239,-
ENSG00000181788,ENST00000312960,SIAH2,chr3,150480665,150481165,150481665,-
ENSG00000260234,ENST00000569170,RP11-166N6.3,chr3,150659031,150659531,150660031,-
ENSG00000163646,ENST00000327047,CLRN1,chr3,150690287,150690787,150691287,-
ENSG00000144893,ENST00000474524,MED12L,chr3,150804176,150804676,150805176,+
ENSG00000174946,ENST00000309180,GPR171,chr3,150920480,150920980,150921480,-
ENSG00000174944,ENST00000309170,P2RY14,chr3,150995756,150996256,150996756,-
ENSG00000138271,ENST00000260843,GPR87,chr3,151034241,151034741,151035241,-
ENSG00000181631,ENST00000325602,P2RY13,chr3,151046837,151047337,151047837,-
ENSG00000169313,ENST00000302632,P2RY12,chr3,151102101,151102601,151103101,-
ENSG00000152580,ENST00000282466,IGSF10,chr3,151175998,151176498,151176998,-
ENSG00000197953,ENST00000356517,AADACL2,chr3,151451215,151451715,151452215,+
ENSG00000114771,ENST00000232892,AADAC,chr3,151531325,151531825,151532325,+
ENSG00000198829,ENST00000362032,SUCNR1,chr3,151590931,151591431,151591931,+
ENSG00000152601,ENST00000282486,MBNL1,chr3,151985329,151985829,151986329,+
ENSG00000169860,ENST00000305097,P2RY1,chr3,152551982,152552482,152552982,+
ENSG00000181467,ENST00000323534,RAP2B,chr3,152879559,152880059,152880559,+
ENSG00000114790,ENST00000356448,ARHGEF26,chr3,153838292,153838792,153839292,+
ENSG00000174953,ENST00000496811,DHX36,chr3,154041787,154042287,154042787,-
ENSG00000174948,ENST00000389740,GPR149,chr3,154147005,154147505,154148005,-
ENSG00000196549,ENST00000460393,MME,chr3,154796936,154797436,154797936,+
ENSG00000240045,ENST00000489090,RP11-451G4.2,chr3,155011065,155011565,155012065,-
ENSG00000114805,ENST00000460012,PLCH1,chr3,155462357,155462857,155463357,-
ENSG00000174928,ENST00000534941,C3orf33,chr3,155523562,155524062,155524562,-
ENSG00000169359,ENST00000392845,SLC33A1,chr3,155571668,155572168,155572668,-
ENSG00000163655,ENST00000496455,GMPS,chr3,155587825,155588325,155588825,+
ENSG00000169282,ENST00000302490,KCNAB1,chr3,156008326,156008826,156009326,+
ENSG00000114850,ENST00000265044,SSR3,chr3,156272474,156272974,156273474,-
ENSG00000163659,ENST00000461166,TIPARP,chr3,156392134,156392634,156393134,+
ENSG00000197980,ENST00000356539,LEKR1,chr3,156543596,156544096,156544596,+
ENSG00000163660,ENST00000295926,CCNL1,chr3,156877503,156878003,156878503,-
ENSG00000163661,ENST00000295927,PTX3,chr3,157154078,157154578,157155078,+
ENSG00000197415,ENST00000362010,VEPH1,chr3,157220717,157221217,157221717,-
ENSG00000174899,ENST00000449199,PQLC2L,chr3,157260686,157261186,157261686,+
ENSG00000168779,ENST00000389589,SHOX2,chr3,157823450,157823950,157824450,-
ENSG00000174891,ENST00000611884,RSRC1,chr3,157827341,157827841,157828341,+
ENSG00000178053,ENST00000355893,MLF1,chr3,158288452,158288952,158289452,+
ENSG00000168827,ENST00000486715,GFM1,chr3,158361567,158362067,158362567,+
ENSG00000079257,ENST00000264265,LXN,chr3,158389983,158390483,158390983,-
ENSG00000118849,ENST00000237696,RARRES1,chr3,158449986,158450486,158450986,-
ENSG00000118855,ENST00000415822,MFSD1,chr3,158519154,158519654,158520154,+
ENSG00000214216,ENST00000451172,IQCJ,chr3,158786617,158787117,158787617,+
ENSG00000151967,ENST00000445224,SCHIP1,chr3,159557150,159557650,159558150,+
ENSG00000168811,ENST00000305579,IL12A,chr3,159706037,159706537,159707037,+
ENSG00000180044,ENST00000326474,C3orf80,chr3,159942923,159943423,159943923,+
ENSG00000113810,ENST00000357388,SMC4,chr3,160116592,160117092,160117592,+
ENSG00000068885,ENST00000326448,IFT80,chr3,160116821,160117321,160117821,-
ENSG00000213186,ENST00000309784,TRIM59,chr3,160167118,160167618,160168118,-
ENSG00000248710,ENST00000483754,RP11-432B6.3,chr3,160167118,160167618,160168118,-
ENSG00000186432,ENST00000334256,KPNA4,chr3,160282877,160283377,160283877,-
ENSG00000179674,ENST00000320767,ARL14,chr3,160394447,160394947,160395447,+
ENSG00000163590,ENST00000498165,PPM1L,chr3,160473496,160473996,160474496,+
ENSG00000169255,ENST00000392781,B3GALNT1,chr3,160822640,160823140,160823640,-
ENSG00000169251,ENST00000460469,NMD3,chr3,160938847,160939347,160939847,+
ENSG00000196542,ENST00000359175,SPTSSB,chr3,161090169,161090669,161091169,-
ENSG00000182447,ENST00000327928,OTOL1,chr3,161214096,161214596,161215096,+
ENSG00000090402,ENST00000264382,SI,chr3,164795784,164796284,164796784,-
ENSG00000121871,ENST00000475390,SLITRK3,chr3,164913291,164913791,164914291,-
ENSG00000114200,ENST00000264381,BCHE,chr3,165554761,165555261,165555761,-
ENSG00000169064,ENST00000392766,ZBBX,chr3,167097590,167098090,167098590,-
ENSG00000114204,ENST00000476257,SERPINI2,chr3,167196293,167196793,167197293,-
ENSG00000174776,ENST00000308378,WDR49,chr3,167370790,167371290,167371790,-
ENSG00000114209,ENST00000392750,PDCD10,chr3,167452115,167452615,167453115,-
ENSG00000163536,ENST00000295777,SERPINI1,chr3,167453011,167453511,167454011,+
ENSG00000173905,ENST00000470487,GOLIM4,chr3,167813264,167813764,167814264,-
ENSG00000085276,ENST00000628990,MECOM,chr3,168863594,168864094,168864594,-
ENSG00000184378,ENST00000330368,ACTRT3,chr3,169487184,169487684,169488184,-
ENSG00000085274,ENST00000349841,MYNN,chr3,169490119,169490619,169491119,+
ENSG00000171757,ENST00000522526,LRRC34,chr3,169530275,169530775,169531275,-
ENSG00000188306,ENST00000340806,LRRIQ4,chr3,169539210,169539710,169540210,+
ENSG00000114248,ENST00000316428,LRRC31,chr3,169587154,169587654,169588154,-
ENSG00000187033,ENST00000428432,SAMD7,chr3,169628860,169629360,169629860,+
ENSG00000008952,ENST00000337002,SEC62,chr3,169684053,169684553,169685053,+
ENSG00000173890,ENST00000355897,GPR160,chr3,169755217,169755717,169756217,+
ENSG00000173889,ENST00000495893,PHC3,chr3,169899036,169899536,169900036,-
ENSG00000163558,ENST00000295797,PRKCI,chr3,169939653,169940153,169940653,+
ENSG00000136603,ENST00000458537,SKIL,chr3,170076911,170077411,170077911,+
ENSG00000013297,ENST00000064724,CLDN11,chr3,170136153,170136653,170137153,+
ENSG00000013293,ENST00000231706,SLC7A14,chr3,170303364,170303864,170304364,-
ENSG00000163584,ENST00000295830,RPL22L1,chr3,170587773,170588273,170588773,-
ENSG00000163577,ENST00000295822,EIF5A2,chr3,170625983,170626483,170626983,-
ENSG00000163581,ENST00000314251,SLC2A2,chr3,170744040,170744540,170745040,-
ENSG00000154310,ENST00000436636,TNIK,chr3,171177698,171178198,171178698,-
ENSG00000075651,ENST00000356327,PLD1,chr3,171527729,171528229,171528729,-
ENSG00000186329,ENST00000334567,TMEM212,chr3,171560639,171561139,171561639,+
ENSG00000075420,ENST00000336824,FNDC3B,chr3,171757844,171758344,171758844,+
ENSG00000267979,ENST00000596321,AC092964.2,chr3,172019187,172019687,172020187,-
ENSG00000203443,ENST00000366261,AC092964.1,chr3,172033718,172034218,172034718,+
ENSG00000121853,ENST00000241256,GHSR,chr3,172165747,172166247,172166747,-
ENSG00000121858,ENST00000241261,TNFSF10,chr3,172240798,172241298,172241798,-
ENSG00000269496,ENST00000598405,AC007919.2,chr3,172360983,172361483,172361983,+
ENSG00000144959,ENST00000475381,NCEH1,chr3,172428509,172429009,172429509,-
ENSG00000114346,ENST00000540509,ECT2,chr3,172467975,172468475,172468975,+
ENSG00000144962,ENST00000351008,SPATA16,chr3,172858559,172859059,172859559,-
ENSG00000169760,ENST00000457714,NLGN1,chr3,173115738,173116238,173116738,+
ENSG00000177694,ENST00000454872,NAALADL2,chr3,174576570,174577070,174577570,+
ENSG00000177565,ENST00000430069,TBL1XR1,chr3,176913767,176914267,176914767,-
ENSG00000275163,ENST00000614557,RP11-385J1.3,chr3,178136411,178136911,178137411,+
ENSG00000197584,ENST00000432997,KCNMB2,chr3,178275988,178276488,178276988,+
ENSG00000172667,ENST00000311417,ZMAT3,chr3,178789568,178790068,178790568,-
ENSG00000121879,ENST00000263967,PIK3CA,chr3,178865811,178866311,178866811,+
ENSG00000171121,ENST00000314235,KCNMB3,chr3,178968904,178969404,178969904,-
ENSG00000121864,ENST00000326361,ZNF639,chr3,179041051,179041551,179042051,+
ENSG00000171109,ENST00000471841,MFN1,chr3,179064980,179065480,179065980,+
ENSG00000114450,ENST00000232564,GNB4,chr3,179168879,179169379,179169879,-
ENSG00000136518,ENST00000429709,ACTL6A,chr3,179280168,179280668,179281168,+
ENSG00000136522,ENST00000476781,MRPL47,chr3,179321943,179322443,179322943,-
ENSG00000136521,ENST00000259037,NDUFB5,chr3,179321990,179322490,179322990,+
ENSG00000058056,ENST00000263966,USP13,chr3,179370043,179370543,179371043,+
ENSG00000114757,ENST00000467460,PEX5L,chr3,179754219,179754719,179755219,-
ENSG00000163728,ENST00000296015,TTC14,chr3,180319418,180319918,180320418,+
ENSG00000145075,ENST00000442201,CCDC39,chr3,180396789,180397289,180397789,-
ENSG00000114416,ENST00000357559,FXR1,chr3,180629590,180630090,180630590,+
ENSG00000205981,ENST00000382564,DNAJC19,chr3,180707062,180707562,180708062,-
ENSG00000181449,ENST00000325404,SOX2,chr3,181429212,181429712,181430212,+
ENSG00000058063,ENST00000323116,ATP11B,chr3,182510788,182511288,182511788,+
ENSG00000043093,ENST00000292782,DCUN1D1,chr3,182697932,182698432,182698932,-
ENSG00000078070,ENST00000265594,MCCC1,chr3,182816876,182817376,182817876,-
ENSG00000078081,ENST00000265598,LAMP3,chr3,182880200,182880700,182881200,-
ENSG00000176597,ENST00000326505,B3GNT5,chr3,182970532,182971032,182971532,+
ENSG00000053524,ENST00000328913,MCF2L2,chr3,183145564,183146064,183146564,-
ENSG00000172578,ENST00000341319,KLHL6,chr3,183272978,183273478,183273978,-
ENSG00000114796,ENST00000454652,KLHL24,chr3,183352911,183353411,183353911,+
ENSG00000163872,ENST00000305135,YEATS2,chr3,183415106,183415606,183416106,+
ENSG00000180834,ENST00000318631,MAP6D1,chr3,183542867,183543367,183543867,-
ENSG00000175193,ENST00000317096,PARL,chr3,183602196,183602696,183603196,-
ENSG00000114770,ENST00000334444,ABCC5,chr3,183735304,183735804,183736304,-
ENSG00000186090,ENST00000382489,HTR3D,chr3,183750119,183750619,183751119,+
ENSG00000178084,ENST00000318351,HTR3C,chr3,183770335,183770835,183771335,+
ENSG00000186038,ENST00000335304,HTR3E,chr3,183817467,183817967,183818467,+
ENSG00000145191,ENST00000273783,EIF2B5,chr3,183852552,183853052,183853552,+
ENSG00000161202,ENST00000313143,DVL3,chr3,183872676,183873176,183873676,+
ENSG00000161203,ENST00000292807,AP2M1,chr3,183892143,183892643,183893143,+
ENSG00000161204,ENST00000429586,ABCF3,chr3,183903311,183903811,183904311,+
ENSG00000145198,ENST00000426955,VWA5B2,chr3,183947717,183948217,183948717,+
ENSG00000214160,ENST00000397676,ALG3,chr3,183966260,183966760,183967260,-
ENSG00000145194,ENST00000402825,ECE2,chr3,183966983,183967483,183967983,+
ENSG00000163888,ENST00000296238,CAMK2N2,chr3,183978752,183979252,183979752,-
ENSG00000175166,ENST00000310118,PSMD2,chr3,184015997,184016497,184016997,+
ENSG00000114867,ENST00000346169,EIF4G1,chr3,184031783,184032283,184032783,+
ENSG00000175182,ENST00000383847,FAM131A,chr3,184054740,184055240,184055740,+
ENSG00000114859,ENST00000265593,CLCN2,chr3,184078940,184079440,184079940,-
ENSG00000163882,ENST00000456318,POLR2H,chr3,184079006,184079506,184080006,+
ENSG00000090534,ENST00000204615,THPO,chr3,184095433,184095933,184096433,-
ENSG00000090539,ENST00000204604,CHRD,chr3,184097361,184097861,184098361,+
ENSG00000182580,ENST00000330394,EPHB3,chr3,184279072,184279572,184280072,+
ENSG00000177383,ENST00000317897,MAGEF1,chr3,184429291,184429791,184430291,-
ENSG00000156931,ENST00000625842,VPS8,chr3,184529495,184529995,184530495,+
ENSG00000187068,ENST00000335012,C3orf70,chr3,184870303,184870803,184871303,-
ENSG00000113790,ENST00000231887,EHHADH,chr3,184971387,184971887,184972387,-
ENSG00000073803,ENST00000265026,MAP3K13,chr3,185080408,185080908,185081408,+
ENSG00000163900,ENST00000421852,TMEM41A,chr3,185216346,185216846,185217346,-
ENSG00000163898,ENST00000296252,LIPH,chr3,185269902,185270402,185270902,-
ENSG00000163904,ENST00000296257,SENP2,chr3,185303462,185303962,185304462,+
ENSG00000073792,ENST00000382199,IGF2BP2,chr3,185542345,185542845,185543345,-
ENSG00000136527,ENST00000453386,TRA2B,chr3,185655425,185655925,185656425,-
ENSG00000244405,ENST00000306376,ETV5,chr3,185826402,185826902,185827402,-
ENSG00000058866,ENST00000265022,DGKG,chr3,186079527,186080027,186080527,-
ENSG00000213139,ENST00000392499,CRYGS,chr3,186263992,186264492,186264992,-
ENSG00000090520,ENST00000439351,DNAJB11,chr3,186284692,186285192,186285692,+
ENSG00000113838,ENST00000424280,TBCCD1,chr3,186287833,186288333,186288833,-
ENSG00000283149,ENST00000418776,RP11-134F2.8,chr3,186299284,186299784,186300284,+
ENSG00000145192,ENST00000411641,AHSG,chr3,186330212,186330712,186331212,+
ENSG00000090512,ENST00000265029,FETUB,chr3,186357649,186358149,186358649,+
ENSG00000113905,ENST00000232003,HRG,chr3,186383241,186383741,186384241,+
ENSG00000113889,ENST00000287611,KNG1,chr3,186434565,186435065,186435565,+
ENSG00000156976,ENST00000323963,EIF4A2,chr3,186500836,186501336,186501836,+
ENSG00000163918,ENST00000392481,RFC4,chr3,186523985,186524485,186524985,-
ENSG00000181092,ENST00000444204,ADIPOQ,chr3,186559993,186560493,186560993,+
ENSG00000073849,ENST00000169298,ST6GAL1,chr3,186647774,186648274,186648774,+
ENSG00000163923,ENST00000296277,RPL39L,chr3,186856812,186857312,186857812,-
ENSG00000175077,ENST00000312295,RTP1,chr3,186914774,186915274,186915774,+
ENSG00000127241,ENST00000337774,MASP1,chr3,187009311,187009811,187010311,-
ENSG00000136514,ENST00000259030,RTP4,chr3,187085620,187086120,187086620,+
ENSG00000157005,ENST00000287641,SST,chr3,187387688,187388188,187388688,-
ENSG00000198471,ENST00000358241,RTP2,chr3,187419846,187420346,187420846,-
ENSG00000223401,ENST00000450760,RP11-211G3.2,chr3,187460974,187461474,187461974,+
ENSG00000113916,ENST00000406870,BCL6,chr3,187463016,187463516,187464016,-
